film,oseba,vloga,mesto
41959,715346,R,1
41996,60,I,1
41996,549280,I,2
41996,581282,I,3
41996,593612,I,4
41996,454771,R,1
42041,10,I,1
42041,562920,I,2
42041,639529,I,3
42041,943618,I,4
42041,909825,R,1
42192,12,I,1
42192,879,I,2
42192,1695,I,3
42192,2141,I,4
42192,581,R,1
42208,1330,I,1
42208,129894,I,2
42208,353405,I,3
42208,926235,I,4
42208,1379,R,1
42276,391062,I,1
42276,34,I,2
42276,2024,I,3
42276,820643,I,4
42276,2030,R,1
42332,940627,I,1
42332,531763,I,2
42332,41598,I,3
42332,271658,I,4
42332,314671,R,1
42332,414144,R,2
42332,527217,R,3
42369,639529,I,1
42369,110219,I,2
42369,12204,I,3
42369,307500,I,4
42369,5789,R,1
42451,75,I,1
42451,910,I,2
42451,72,I,3
42451,852279,I,4
42451,591486,R,1
42530,197982,I,1
42530,192033,I,2
42530,471854,I,3
42530,138885,I,4
42530,507390,R,1
42531,60,I,1
42531,922505,I,2
42531,593612,I,3
42531,662335,I,4
42531,454771,R,1
42546,71,I,1
42546,285922,I,2
42546,528621,I,3
42546,395067,I,4
42546,467396,R,1
42593,7,I,1
42593,2108,I,2
42593,522481,I,3
42593,717203,I,4
42593,712947,R,1
42619,493508,I,1
42619,480564,I,2
42619,729635,I,3
42619,346653,I,4
42619,975,R,1
42788,1847,I,1
42788,74,I,2
42788,936727,I,3
42788,549280,I,4
42788,202088,R,1
42804,577219,I,1
42804,167952,I,2
42804,408494,I,3
42804,408475,I,4
42804,320,R,1
42876,1536,I,1
42876,477553,I,2
42876,605270,I,3
42876,793766,I,4
42876,41,R,1
42895,78,I,1
42895,58,I,2
42895,424565,I,3
42895,418741,I,4
42895,406,R,1
42994,17,I,1
42994,943837,I,2
42994,865262,I,3
42994,928697,I,4
42994,33,R,1
43014,34,I,1
43014,841797,I,2
43014,2233,I,3
43014,647970,I,4
43014,697,R,1
43132,763,I,1
43132,74,I,2
43132,581282,I,3
43132,293099,I,4
43132,695937,R,1
43137,71,I,1
43137,1859,I,2
43137,2053,I,3
43137,573640,I,4
43137,542649,R,1
43265,7,I,1
43265,31,I,2
43265,605923,I,3
43265,119988,I,4
43265,1379,R,1
43274,64607,I,1
43274,943956,I,2
43274,370821,I,3
43274,1359,I,4
43274,314671,R,1
43274,414144,R,2
43274,527217,R,3
43274,455741,R,4
43278,37,I,1
43278,1989,I,2
43278,505157,I,3
43278,350250,I,4
43278,591486,R,1
43338,18,I,1
43338,12443,I,2
43338,37816,I,3
43338,356004,I,4
43338,697,R,1
43456,719692,I,1
43456,623658,I,2
43456,549280,I,3
43456,415488,I,4
43456,936404,R,1
43686,693560,I,1
43686,287637,I,2
43686,25523,I,3
43686,46133,I,4
43686,167496,R,1
43924,1050,I,1
43924,72,I,2
43924,1859,I,3
43924,720843,I,4
43924,828419,R,1
43949,1791,I,1
43949,39,I,2
43949,312890,I,3
43949,1811,I,4
43949,503777,R,1
43949,542649,R,2
44008,799237,I,1
44008,912487,I,2
44008,365692,I,3
44008,424345,I,4
44008,221423,R,1
44079,335048,I,1
44079,908153,I,2
44079,738746,I,3
44079,1991,I,4
44079,33,R,1
44081,46,I,1
44081,8,I,2
44081,1375,I,3
44081,1500,I,4
44081,1415,R,1
44121,864851,I,1
44121,792212,I,2
44121,790,I,3
44121,180452,I,4
44121,638528,R,1
44121,1328,R,2
44391,1805,I,1
44391,18,I,2
44391,682074,I,3
44391,694090,I,4
44391,591486,R,1
44413,71,I,1
44413,1369,I,2
44413,447913,I,3
44413,11105,I,4
44413,542649,R,1
44672,71,I,1
44672,32,I,2
44672,2149,I,3
44672,664273,I,4
44672,1124,R,1
44706,11,I,1
44706,38,I,2
44706,593775,I,3
44706,978,I,4
44706,3593,R,1
44741,793766,I,1
44741,437520,I,2
44741,385443,I,3
44741,848984,I,4
44741,41,R,1
44760,1791,I,1
44760,72,I,2
44760,21,I,3
44760,1695,I,4
44760,861703,R,1
44829,27,I,1
44829,391361,I,2
44829,416228,I,3
44829,60023,I,4
44829,187769,R,1
44837,122,I,1
44837,1954,I,2
44837,115558,I,3
44837,36,I,4
44837,122,R,1
44876,27,I,1
44876,339343,I,2
44876,662116,I,3
44876,1284,I,4
44876,533241,R,1
44916,26,I,1
44916,1677,I,2
44916,54,I,3
44916,2013,I,4
44916,1328,R,1
44953,71,I,1
44953,1463,I,2
44953,752813,I,3
44953,576127,I,4
44953,542649,R,1
45061,78,I,1
45061,58,I,2
45061,280178,I,3
45061,955,I,4
45061,406,R,1
45152,37,I,1
45152,640307,I,2
45152,1666,I,3
45152,353405,I,4
45152,2045,R,1
45152,37,R,2
45274,61472,I,1
45274,143686,I,2
45274,312902,I,3
45274,800837,I,4
45274,1120,R,1
45296,8,I,1
45296,676492,I,2
45296,63,I,3
45296,936476,I,4
45296,1415,R,1
45537,1,I,1
45537,1998,I,2
45537,505157,I,3
45537,264660,I,4
45537,591486,R,1
45555,1229,I,1
45555,2108,I,2
45555,104720,I,3
45555,780038,I,4
45555,485,R,1
45591,13,I,1
45591,444476,I,2
45591,572885,I,3
45591,137023,I,4
45591,124877,R,1
45758,798826,I,1
45758,363780,I,2
45758,5196,I,3
45758,170039,I,4
45758,40,R,1
45793,44,I,1
45793,1050,I,2
45793,39,I,3
45793,1656,I,4
45793,3593,R,1
45810,66,I,1
45810,54,I,2
45810,2013,I,3
45810,717256,I,4
45810,1328,R,1
45826,248,I,1
45826,509,I,2
45826,847939,I,3
45826,268350,I,4
45826,248,R,1
45883,78,I,1
45883,656183,I,2
45883,955,I,3
45883,665327,I,4
45883,268513,R,1
45888,1637,I,1
45888,522481,I,2
45888,456533,I,3
45888,427700,I,4
45888,211964,R,1
45891,54,I,1
45891,2107,I,2
45891,2,I,3
45891,915536,I,4
45891,624535,R,1
45897,1050,I,1
45897,879,I,2
45897,1500,I,3
45897,731,I,4
45897,33,R,1
45920,137999,I,1
45920,750640,I,2
45920,236866,I,3
45920,768178,I,4
45920,791,R,1
45943,129894,I,1
45943,8,I,2
45943,51,I,3
45943,24,I,4
45943,581,R,1
46022,964,I,1
46022,201638,I,2
46022,1120,I,3
46022,213581,I,4
46022,649097,R,1
46126,54,I,1
46126,1072,I,2
46126,676492,I,3
46126,795289,I,4
46126,368871,R,1
46183,237985,I,1
46183,64607,I,2
46183,175788,I,3
46183,859892,I,4
46183,314671,R,1
46183,414144,R,2
46183,527217,R,3
46183,455741,R,4
46187,1847,I,1
46187,676492,I,2
46187,728812,I,3
46187,904531,I,4
46187,2087,R,1
46247,9,I,1
46247,1739,I,2
46247,1514,I,3
46247,719692,I,4
46247,467396,R,1
46250,60,I,1
46250,30,I,2
46250,734,I,3
46250,694403,I,4
46250,943758,R,1
46268,598971,I,1
46268,889024,I,2
46268,886870,I,3
46268,525793,I,4
46268,167241,R,1
46303,42,I,1
46303,795,I,2
46303,1336,I,3
46303,1121,I,4
46303,828419,R,1
46345,27683,I,1
46345,252299,I,2
46345,247954,I,3
46345,294882,I,4
46345,5,R,1
46359,34,I,1
46359,852279,I,2
46359,695937,I,3
46359,833865,I,4
46359,697,R,1
46414,7,I,1
46414,428354,I,2
46414,518178,I,3
46414,605923,I,4
46414,1379,R,1
46438,753479,I,1
46438,383261,I,2
46438,945522,I,3
46438,361697,I,4
46438,654868,R,1
46478,605270,I,1
46478,477553,I,2
46478,849011,I,3
46478,593930,I,4
46478,3226,R,1
46487,4244,I,1
46487,664339,I,2
46487,738300,I,3
46487,131301,I,4
46487,4244,R,1
46511,6,I,1
46511,1695,I,2
46511,560749,I,3
46511,698330,I,4
46511,744023,R,1
46521,814773,I,1
46521,264770,I,2
46521,409421,I,3
46521,872689,I,4
46521,19,R,1
46534,58001,I,1
46534,732378,I,2
46534,871876,I,3
46534,180452,I,4
46534,5738,R,1
46672,18,I,1
46672,51,I,2
46672,510134,I,3
46672,48,I,4
46672,281507,R,1
46754,7,I,1
46754,1257,I,2
46754,639529,I,3
46754,330961,I,4
46754,581,R,1
46816,7,I,1
46816,1207,I,2
46816,4496,I,3
46816,534045,I,4
46816,229424,R,1
46876,137999,I,1
46876,11105,I,2
46876,219396,I,3
46876,603875,I,4
46876,791,R,1
46889,865262,I,1
46889,714878,I,2
46889,419982,I,3
46889,842981,I,4
46889,27183,R,1
46911,797531,I,1
46911,167243,I,2
46911,582890,I,3
46911,889024,I,4
46911,167241,R,1
46912,1537,I,1
46912,38,I,2
46912,191950,I,3
46912,2369,I,4
46912,33,R,1
47030,71,I,1
47030,742,I,2
47030,604702,I,3
47030,236866,I,4
47030,542649,R,1
47034,793766,I,1
47034,386284,I,2
47034,847361,I,3
47034,442708,I,4
47034,393094,R,1
47136,1076,I,1
47136,1330,I,2
47136,564790,I,3
47136,103722,I,4
47136,712947,R,1
47296,8,I,1
47296,1500,I,2
47296,2011,I,3
47296,1768,I,4
47296,1415,R,1
47396,71,I,1
47396,38,I,2
47396,179819,I,3
47396,728812,I,4
47396,33,R,1
47422,53,I,1
47422,54,I,2
47422,1983,I,3
47422,720568,I,4
47422,695937,R,1
47422,624535,R,2
47437,7,I,1
47437,30,I,2
47437,34,I,3
47437,358899,I,4
47437,697,R,1
47445,849011,I,1
47445,359296,I,2
47445,434593,I,3
47445,793879,I,4
47445,3226,R,1
47472,7225,I,1
47472,444476,I,2
47472,724143,I,3
47472,848560,I,4
47472,2045,R,1
47478,1536,I,1
47478,793766,I,2
47478,875477,I,3
47478,793616,I,4
47478,41,R,1
47522,23,I,1
47522,51,I,2
47522,7217,I,3
47522,1948,I,4
47522,2030,R,1
47528,63,I,1
47528,556399,I,2
47528,865,I,3
47528,798570,I,4
47528,19,R,1
47573,926235,I,1
47573,350324,I,2
47573,919730,I,3
47573,790,I,4
47573,235066,R,1
47577,607504,I,1
47577,231409,I,2
47577,714155,I,3
47577,298282,I,4
47577,628149,R,1
47577,791,R,2
47647,11,I,1
47647,44,I,2
47647,201005,I,3
47647,3110,I,4
47647,736,R,1
47673,1078,I,1
47673,1414,I,2
47673,167041,I,3
47673,893584,I,4
47673,2031,R,1
47677,8,I,1
47677,614500,I,2
47677,445290,I,3
47677,1511,I,4
47677,70670,R,1
47811,943837,I,1
47811,1369,I,2
47811,1547,I,3
47811,619261,I,4
47811,802862,R,1
47834,372649,I,1
47834,219062,I,2
47834,60742,R,1
47834,354691,R,2
47849,75,I,1
47849,752813,I,2
47849,4282,I,3
47849,415591,I,4
47849,836328,R,1
47885,1229,I,1
47885,4282,I,2
47885,129894,I,3
47885,371135,I,4
47885,112218,R,1
47892,239841,I,1
47892,179783,I,2
47892,146446,I,3
47892,213948,I,4
47892,578483,R,1
47985,7,I,1
47985,545298,I,2
47985,447913,I,3
47985,779549,I,4
47985,943758,R,1
48021,785771,I,1
48021,617846,I,2
48021,544275,I,3
48021,201009,I,4
48021,202088,R,1
48028,15,I,1
48028,557339,I,2
48028,364915,I,3
48028,412322,I,4
48028,1415,R,1
48140,8,I,1
48140,1739,I,2
48140,69,I,3
48140,86176,I,4
48140,581,R,1
48254,798826,I,1
48254,437325,I,2
48254,808600,I,3
48254,418911,I,4
48254,40,R,1
48261,576127,I,1
48261,215260,I,2
48261,829717,I,3
48261,379621,I,4
48261,736,R,1
48280,524853,I,1
48280,731333,I,2
48280,498007,I,3
48280,859892,I,4
48280,314671,R,1
48280,414144,R,2
48280,527217,R,3
48281,27,I,1
48281,634,I,2
48281,662116,I,3
48281,7042,I,4
48281,533241,R,1
48342,71,I,1
48342,447913,I,2
48342,187981,I,3
48342,640732,I,4
48342,542649,R,1
48347,69,I,1
48347,1571,I,2
48347,662223,I,3
48347,822205,I,4
48347,695937,R,1
48356,308,I,1
48356,86198,I,2
48356,591034,I,3
48356,162557,I,4
48356,542720,R,1
48380,20,I,1
48380,10,I,2
48380,1635,I,3
48380,493,I,4
48380,406,R,1
48380,503777,R,2
48380,517597,R,3
48424,53,I,1
48424,1859,I,2
48424,1273,I,3
48424,322299,I,4
48424,1452,R,1
48445,534286,I,1
48445,2108,I,2
48445,625383,I,3
48445,339307,I,4
48445,3593,R,1
48452,539047,I,1
48452,368274,I,2
48452,503499,I,3
48452,12994,I,4
48452,3433,R,1
48473,52333,I,1
48473,52334,I,2
48473,52343,I,3
48473,222447,I,4
48473,6249,R,1
48491,34,I,1
48491,1571,I,2
48491,275897,I,3
48491,1782,I,4
48491,517597,R,1
48545,15,I,1
48545,81,I,2
48545,543,I,3
48545,822,I,4
48545,712947,R,1
48605,54,I,1
48605,263885,I,2
48605,450810,I,3
48605,876211,I,4
48605,697,R,1
48641,414965,I,1
48641,196992,I,2
48641,27683,I,3
48641,137808,I,4
48641,5,R,1
48696,730,I,1
48696,179408,I,2
48696,1991,I,3
48696,656980,I,4
48696,791,R,1
48728,26,I,1
48728,38,I,2
48728,484829,I,3
48728,2369,I,4
48728,33,R,1
48750,1234,I,1
48750,511,I,2
48750,350324,I,3
48750,622450,I,4
48750,33,R,1
48801,7,I,1
48801,1811,I,2
48801,712731,I,3
48801,910,I,4
48801,2031,R,1
48956,348483,I,1
48956,315871,I,2
48956,11967,I,3
48956,51837,I,4
48956,6249,R,1
48960,57,I,1
48960,134594,I,2
48960,511,I,3
48960,628579,I,4
48960,27183,R,1
48960,268513,R,2
48977,446715,I,1
48977,566478,I,2
48977,164764,I,3
48977,924964,I,4
48977,503777,R,1
49038,54,I,1
49038,614916,I,2
49038,640023,I,3
49038,275897,I,4
49038,517597,R,1
49096,1414,I,1
49096,424318,I,2
49096,1651,I,3
49096,1450,I,4
49096,291035,R,1
49096,659085,R,2
49223,682074,I,1
49223,4282,I,2
49223,558,I,3
49223,828838,I,4
49223,928208,R,1
49261,72,I,1
49261,1369,I,2
49261,15,I,3
49261,4647,I,4
49261,828419,R,1
49314,1078,I,1
49314,38,I,2
49314,69,I,3
49314,2141,I,4
49314,910199,R,1
49366,2994,I,1
49366,944073,I,2
49366,309588,I,3
49366,233014,I,4
49366,796923,R,1
49406,1330,I,1
49406,336531,I,2
49406,250436,I,3
49406,282435,I,4
49406,40,R,1
49408,989,I,1
49408,39,I,2
49408,1549,I,3
49408,72578,I,4
49408,485943,R,1
49456,18,I,1
49456,63,I,2
49456,232019,I,3
49456,114386,I,4
49456,591486,R,1
49456,2030,R,2
49470,71,I,1
49470,13,I,2
49470,207219,I,3
49470,587061,I,4
49470,33,R,1
49513,60,I,1
49513,865,I,2
49513,312890,I,3
49513,433150,I,4
49513,1379,R,1
49730,78,I,1
49730,1374,I,2
49730,587256,I,3
49730,955,I,4
49730,406,R,1
49833,32,I,1
49833,989,I,2
49833,879,I,3
49833,64,I,4
49833,1124,R,1
49902,504641,I,1
49902,494179,I,2
49902,66519,I,3
49902,598394,I,4
49902,975,R,1
49934,30,I,1
49934,20,I,2
49934,2072,I,3
49934,2094,I,4
49934,896542,R,1
49966,1369,I,1
49966,2,I,2
49966,821041,I,3
49966,540416,I,4
49966,802862,R,1
50083,20,I,1
50083,2011,I,2
50083,842,I,3
50083,275835,I,4
50083,1486,R,1
50086,1229,I,1
50086,1336,I,2
50086,268012,I,3
50086,199070,I,4
50086,202681,R,1
50105,26,I,1
50105,39,I,2
50105,219396,I,3
50105,666332,I,4
50105,564970,R,1
50188,4291,I,1
50188,4570,I,2
50188,6348,I,3
50188,474855,I,4
50188,6371,R,1
50212,34,I,1
50212,27,I,2
50212,370144,I,3
50212,370564,I,4
50212,180,R,1
50280,1088,I,1
50280,183764,I,2
50280,882048,I,3
50280,489,I,4
50280,279807,R,1
50356,53,I,1
50356,432007,I,2
50356,373314,I,3
50356,942,I,4
50356,694090,R,1
50371,341431,I,1
50371,623658,I,2
50371,290047,I,3
50371,527,I,4
50371,1415,R,1
50419,30,I,1
50419,1,I,2
50419,860373,I,3
50419,41509,I,4
50419,2045,R,1
50468,44,I,1
50468,18,I,2
50468,281766,I,3
50468,886888,I,4
50468,836328,R,1
50490,53,I,1
50490,39,I,2
50490,1379,R,1
50539,930695,I,1
50539,835836,I,2
50539,448655,I,3
50539,486742,I,4
50539,791,R,1
50556,62,I,1
50556,878849,I,2
50556,789485,I,3
50556,853299,I,4
50556,861703,R,1
50613,1536,I,1
50613,156928,I,2
50613,945222,I,3
50613,793766,I,4
50613,41,R,1
50634,759967,I,1
50634,60692,I,2
50634,580959,I,3
50634,796085,I,4
50634,435563,R,1
50658,11,I,1
50658,30,I,2
50658,2001,I,3
50658,569410,I,4
50658,697,R,1
50706,4244,I,1
50706,957645,I,2
50706,785792,I,3
50706,296996,I,4
50706,4244,R,1
50766,763,I,1
50766,192033,I,2
50766,532277,I,3
50766,219062,I,4
50766,869664,R,1
50783,556399,I,1
50783,673749,I,2
50783,555807,I,3
50783,336582,I,4
50783,19,R,1
50798,570192,I,1
50798,662240,I,2
50798,456565,I,3
50798,948714,I,4
50798,829038,R,1
50825,18,I,1
50825,576127,I,2
50825,579663,I,3
50825,534317,I,4
50825,40,R,1
50976,1884,I,1
50976,85038,I,2
50976,252345,I,3
50976,691555,I,4
50976,5,R,1
50986,803705,I,1
50986,761,I,2
50986,862026,I,3
50986,85038,I,4
50986,5,R,1
51036,44,I,1
51036,348,I,2
51036,365893,I,3
51036,590398,I,4
51036,533241,R,1
51201,61,I,1
51201,17,I,2
51201,1452,I,3
51201,6471,I,4
51201,697,R,1
51207,20,I,1
51207,587256,I,2
51207,703033,I,3
51207,831905,I,4
51207,33,R,1
51337,558663,I,1
51337,335497,I,2
51337,264134,I,3
51337,857147,I,4
51337,432846,R,1
51365,1884,I,1
51365,862026,I,2
51365,85038,I,3
51365,927711,I,4
51365,5,R,1
51378,603402,I,1
51378,740067,I,2
51378,693560,I,3
51378,78112,I,4
51378,1501,R,1
51383,751426,I,1
51383,875861,I,2
51383,114982,I,3
51383,163939,I,4
51383,196536,R,1
51406,71,I,1
51406,1571,I,2
51406,493,I,3
51406,468237,I,4
51406,703689,R,1
51411,60,I,1
51411,1739,I,2
51411,4647,I,3
51411,32,I,4
51411,943758,R,1
51418,537,I,1
51418,181080,I,2
51418,746505,I,3
51418,398250,I,4
51418,947105,R,1
51418,234893,R,2
51459,72,I,1
51459,56,I,2
51459,412322,I,3
51459,7217,I,4
51459,112218,R,1
51525,348,I,1
51525,1627,I,2
51525,942,I,3
51525,569902,I,4
51525,6452,R,1
51554,1088,I,1
51554,489,I,2
51554,1284,I,3
51554,834320,I,4
51554,279807,R,1
51622,373314,I,1
51622,654433,I,2
51622,1637,I,3
51622,3339,I,4
51622,627087,R,1
51658,1989,I,1
51658,2001,I,2
51658,431139,I,3
51658,320006,I,4
51658,591486,R,1
51658,910199,R,2
51744,1637,I,1
51744,645120,I,2
51744,519160,I,3
51744,550701,I,4
51744,145336,R,1
51808,1536,I,1
51808,879947,I,2
51808,156928,I,3
51808,297869,I,4
51808,41,R,1
51878,56,I,1
51878,940946,I,2
51878,290047,I,3
51878,80,I,4
51878,728688,R,1
51994,603336,I,1
51994,21004,I,2
51994,44010,I,3
51994,303,I,4
51994,1928,R,1
52077,906966,I,1
52077,444740,I,2
52077,571958,I,3
52077,601146,I,4
52077,248,R,1
52080,194193,I,1
52080,473109,I,2
52080,953664,I,3
52080,668044,I,4
52080,906667,R,1
52151,22,I,1
52151,44,I,2
52151,912001,I,3
52151,223290,I,4
52151,936404,R,1
52216,2094,I,1
52216,52,I,2
52216,759395,I,3
52216,869451,I,4
52216,598102,R,1
52225,106387,I,1
52225,310989,I,2
52225,449734,I,3
52225,1827,I,4
52225,517597,R,1
52311,32,I,1
52311,80,I,2
52311,1463,I,3
52311,130407,I,4
52311,80,R,1
52357,71,I,1
52357,1571,I,2
52357,895,I,3
52357,375738,I,4
52357,33,R,1
52365,18,I,1
52365,348,I,2
52365,308,I,3
52365,1463,I,4
52365,281507,R,1
52561,71,I,1
52561,1665,I,2
52561,1262,I,3
52561,640023,I,4
52561,695937,R,1
52572,154164,I,1
52572,846616,I,2
52572,149845,I,3
52572,611575,I,4
52572,6249,R,1
52600,412204,I,1
52600,698564,I,2
52600,538783,I,3
52600,473041,I,4
52600,161055,R,1
52618,32,I,1
52618,370144,I,2
52618,963,I,3
52618,361823,I,4
52618,943758,R,1
52738,674012,I,1
52738,1859,I,2
52738,771584,I,3
52738,937,I,4
52738,828419,R,1
52893,728938,I,1
52893,645402,I,2
52893,202072,I,3
52893,53289,I,4
52893,720297,R,1
52902,78,I,1
52902,34,I,2
52902,869927,I,3
52902,695489,I,4
52902,406,R,1
52905,1088,I,1
52905,603682,I,2
52905,489,I,3
52905,484762,I,4
52905,279807,R,1
52918,1805,I,1
52918,1260,I,2
52918,364,I,3
52918,463435,I,4
52918,802862,R,1
52948,51,I,1
52948,4769,I,2
52948,6428,I,3
52948,832,I,4
52948,505610,R,1
53084,634,I,1
53084,781029,I,2
53084,367156,I,3
53084,467311,I,4
53084,791,R,1
53085,1088,I,1
53085,489,I,2
53085,299014,I,3
53085,125952,I,4
53085,279807,R,1
53125,26,I,1
53125,1693,I,2
53125,51,I,3
53125,484829,I,4
53125,33,R,1
53131,30,I,1
53131,2075,I,2
53131,262725,I,3
53131,1919,I,4
53131,3593,R,1
53134,755401,I,1
53134,473984,I,2
53134,753479,I,3
53134,594381,I,4
53134,654868,R,1
53137,60,I,1
53137,1257,I,2
53137,1,I,3
53137,578,I,4
53137,6452,R,1
53143,26,I,1
53143,348,I,2
53143,639613,I,3
53143,581277,I,4
53143,1175,R,1
53146,578039,I,1
53146,206026,I,2
53146,210695,I,3
53146,305331,I,4
53146,133424,R,1
53168,489425,I,1
53168,338126,I,2
53168,701798,I,3
53168,768739,I,4
53168,975,R,1
53172,1369,I,1
53172,13,I,2
53172,709704,I,3
53172,728812,I,4
53172,330456,R,1
53198,529543,I,1
53198,753716,I,2
53198,561158,I,3
53198,213948,I,4
53198,76,R,1
53221,78,I,1
53221,1509,I,2
53221,625699,I,3
53221,1141,I,4
53221,1328,R,1
53270,141092,I,1
53270,325959,I,2
53270,403325,I,3
53270,712743,I,4
53270,1023,R,1
53285,182250,I,1
53285,794301,I,2
53285,41598,I,3
53285,271658,I,4
53285,314671,R,1
53285,164203,R,2
53285,527217,R,3
53285,718627,R,4
53291,54,I,1
53291,348,I,2
53291,493,I,3
53291,706368,I,4
53291,697,R,1
53318,72,I,1
53318,31,I,2
53318,1050,I,3
53318,215260,I,4
53318,581,R,1
53459,105482,I,1
53459,885098,I,2
53459,562831,I,3
53459,726777,I,4
53459,290802,R,1
53472,901,I,1
53472,781029,I,2
53472,99429,I,3
53472,400142,I,4
53472,419,R,1
53580,78,I,1
53580,1847,I,2
53580,2131,I,3
53580,811,I,4
53580,78,R,1
53604,493,I,1
53604,511,I,2
53604,534045,I,3
53604,1827,I,4
53604,697,R,1
53619,275213,I,1
53619,900143,I,2
53619,557159,I,3
53619,87017,I,4
53619,774,R,1
53779,52,I,1
53779,1179,I,2
53779,733,I,3
53779,299014,I,4
53779,19,R,1
53793,44,I,1
53793,1739,I,2
53793,447913,I,3
53793,415591,I,4
53793,112218,R,1
53804,56,I,1
53804,1693,I,2
53804,724732,I,3
53804,492444,I,4
53804,695937,R,1
53925,1637,I,1
53925,198941,I,2
53925,265196,I,3
53925,254041,I,4
53925,339,R,1
53946,75,I,1
53946,545298,I,2
53946,37,I,3
53946,948685,I,4
53946,6452,R,1
53976,1884,I,1
53976,883517,I,2
53976,511458,I,3
53976,678555,I,4
53976,5,R,1
54033,371918,I,1
54033,430604,I,2
54033,3203,I,3
54033,588241,I,4
54033,339,R,1
54047,989,I,1
54047,537,I,2
54047,314,I,3
54047,908919,I,4
54047,836328,R,1
54067,824489,I,1
54067,724623,I,2
54067,154804,I,3
54067,307995,I,4
54067,878,R,1
54130,603402,I,1
54130,52,I,2
54130,900143,I,3
54130,926919,I,4
54130,774,R,1
54135,69,I,1
54135,1509,I,2
54135,2035,I,3
54135,492444,I,4
54135,587277,R,1
54167,3337,I,1
54167,557281,I,2
54167,790452,I,3
54167,41602,I,4
54167,3836,R,1
54189,1128,I,1
54189,740067,I,2
54189,481030,I,3
54189,187927,I,4
54189,167496,R,1
54195,943837,I,1
54195,1539,I,2
54195,250724,I,3
54195,1500,I,4
54195,842582,R,1
54215,578,I,1
54215,1463,I,2
54215,587256,I,3
54215,1260,I,4
54215,33,R,1
54248,1128,I,1
54248,759395,I,2
54248,320760,I,3
54248,1012,I,4
54248,899581,R,1
54331,18,I,1
54331,59,I,2
54331,1739,I,3
54331,1452,I,4
54331,40,R,1
54357,590055,I,1
54357,570192,I,2
