id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,oznaka,opis
36868,The Best Years of Our Lives,170,1946,8.0,92,53913,23650000,,Three World War II veterans return home to small-town America to discover that they and their families have been irreparably changed.
36872,Going My Way,126,1944,7.1,,9433,16300000,,"Father Charles O'Mailey, a young priest at a financially failing Church in a tough neighborhood, gains support and inspires his superior."
36969,Jane Eyre,97,1943,7.5,,7287,3815000,,"After a harsh childhood, orphan Jane Eyre is hired by Edward Rochester, the brooding lord of a mysterious manor house, to care for his young daughter."
37008,Laura,88,1944,8.0,,39086,4360000,,A police detective falls in love with the woman whose murder he is investigating.
37017,Rešilni čoln,97,1944,7.7,78,24652,,,Several survivors of a torpedoed merchant ship in World War II find themselves in the same lifeboat with one of the U-boat men who sunk it.
37059,Meet Me in St. Louis,113,1944,7.6,,18491,7566000,,"In the year leading up to the 1904 St. Louis World's Fair, the four Smith daughters learn lessons of life and love, even as they prepare for a reluctant move to New York."
37101,"Murder, My Sweet",95,1944,7.6,,11026,,,"After being hired to find an ex-con's former girlfriend, Philip Marlowe is drawn into a deeply complex web of mystery and deceit."
37382,Imeti ali ne,100,1944,7.9,,28490,,,"During World War II, American expatriate Harry Morgan helps transport a French Resistance leader and his beautiful wife to Martinique while romancing a sensuous lounge singer."
37415,The Uninvited,99,1944,7.3,,8756,,Not Rated,A composer and his sister discover that the reason they are able to purchase a beautiful gothic seacoast mansion very cheaply is the house's unsavory past.
37469,Zenska v izlozbi,107,1944,7.7,,12289,,,"When a conservative middle-aged professor engages in a minor dalliance with a femme fatale, he is plunged into a nightmarish quicksand of blackmail and murder."
37514,Anchors Aweigh,140,1945,7.1,,7317,,,"Two sailors, one naive, the other experienced in the ways of the world, on liberty in Los Angeles, is the setting for this movie musical."
37515,And Then There Were None,97,1945,7.5,,11510,,,"Seven guests, a newly hired personal secretary and two staff are gathered on an isolated island by an absent host and someone begins killing them off one by one. They work together to determine who the killer is. Could it be one of them?"
37549,The Body Snatcher,78,1945,7.3,,7499,,,A ruthless doctor and his young prize student find themselves continually harassed by their murderous supplier of illegal cadavers.
37558,Kratko srecanje,86,1945,8.0,,32395,,,"Meeting a stranger in a railway station, a woman is tempted to cheat on her husband."
37595,Christmas in Connecticut,101,1945,7.4,,6971,,,A food writer who has lied about being the perfect housewife must try to cover her deception when her boss and a returning war hero invite themselves to her home for a traditional family Christmas.
37635,Dead of Night,103,1945,7.7,,9767,,,Architect Walter Craig (Mervyn Johns) senses impending doom as his half-remembered recurring dream turns into reality. The guests at the country house encourage him to stay as they take turns telling supernatural tales.
37638,Detour,68,1945,7.4,,13081,16172,,Chance events trap hitch-hiker Al Roberts in a tightening net of film noir trouble.
37674,Les enfants du paradis,189,1945,8.4,,16983,,,The theatrical life of a beautiful courtesan and the four men who love her.
37800,I Know Where I'm Going!,91,1945,7.5,,7222,,,"A young Englishwoman goes to the Hebrides to marry her older, wealthier fiancé. When the weather keeps them separated on different islands, she begins to have second thoughts."
37824,Ivan Groznyy,103,1944,7.8,,8301,,,"During the early part of his reign, Ivan the Terrible faces betrayal from the aristocracy and even his closest friends as he seeks to unite the Russian people."
37865,Leave Her to Heaven,110,1945,7.6,,9834,,,"A writer falls in love with a young socialite and they're soon married. But her obsessive love for him threatens to be the undoing of them both, and everyone else around them."
37884,The Lost Weekend,101,1945,7.9,,30993,9460000,,The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
37913,Mildred Pierce,111,1945,8.0,,20670,,,A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
37988,The Picture of Dorian Gray,110,1945,7.5,,10826,,,"A corrupt young man somehow keeps his youthful beauty, but a special painting gradually reveals his inner ugliness to all."
38057,Skrlatna ulica,102,1945,7.8,,12791,,,"When a man in mid-life crisis befriends a young woman, her venal fiancé persuades her to con him out of the fortune they mistakenly assume he possesses."
38109,Uročen,111,1945,7.6,,39893,7000000,,A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
38160,They Were Expendable,135,1945,7.2,,7040,,,The PT boat unit Motor Torpedo Boat Squadron Three defends the Philippines from Japanese invasion during World War II.
38166,Trije kavalirji,71,1944,6.5,85,10760,,,"Donald receives his birthday gifts, which include traditional gifts and information about Brazil (hosted by Zé Carioca) and Mexico (by Panchito, a Mexican Charro Rooster)."
38348,La belle et la bête,96,1946,7.9,92,22608,298718,,"A beautiful young woman takes her father's place as the prisoner of a mysterious beast, who wishes to marry her."
38355,Globoko spanje,114,1946,7.9,,74432,6540000,,"Private detective Philip Marlowe is hired by a rich family. Before the complex case is over, he's seen murder, blackmail, and what might be love."
38369,The Blue Dahlia,96,1946,7.2,,6888,2700000,,An ex-bomber pilot is suspected of murdering his unfaithful wife.
38499,Duel in the Sun,129,1946,6.8,,7529,20408163,,"Beautiful half-breed Pearl Chavez becomes the ward of her dead father's first love and finds herself torn between her sons, one good and the other bad."
38559,Gilda,110,1946,7.7,,25349,,,A small-time gambler hired to work in a Buenos Aires casino learns that his ex-lover is married to his employer.
38574,Great Expectations,118,1946,7.8,,20558,,,A humble orphan suddenly becomes a gentleman with the help of an unknown benefactor.
38650,Cudovito zivljenje,130,1946,8.6,89,363427,,PG,An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
38669,The Killers,103,1946,7.8,,17405,,,"Hit men kill an unresisting victim, and investigator Reardon uncovers his past involvement with beautiful, deadly Kitty Collins."
38733,A Matter of Life and Death,104,1946,8.1,,17521,,PG,A British wartime aviator who cheats death must argue for his life before a celestial court.
38762,Moja draga Klementina,97,1946,7.8,,19735,,,"The Earps battle the Clantons at the OK Corral in Tombstone, Arizona."
38787,Razvpita,102,1946,7.9,100,86216,10464000,,A woman is asked to spy on a group of Nazi friends in South America. How far will she have to go to ingratiate herself with them?
38854,The Postman Always Rings Twice,113,1946,7.5,,17079,8330000,,"A married woman and a drifter fall in love, then plot to murder her husband."
38890,Roma città aperta,103,1945,8.1,,20855,,,"During the Nazi occupation of Rome in 1944, the Resistance leader, Giorgio Manfredi, is chased by the Nazis as he seeks refuge and a way to escape."
38969,Song of the South,94,1946,7.1,54,10279,63717040,,"The kindly story-teller Uncle Remus tells a young boy stories about trickster Br'er Rabbit, who outwits Br'er Fox and slow-witted Br'er Bear."
38975,The Spiral Staircase,83,1946,7.4,,8234,,,"In 1916, a shadowy serial killer is targeting women with ""afflictions""; one night during a thunderstorm, the mute Helen feels menaced."
38988,The Strange Love of Martha Ivers,116,1946,7.4,,7360,,,"A man is reunited with his childhood friend and her husband, who believe he knows the truth about the death of her rich aunt years earlier."
38991,The Stranger,95,1946,7.4,76,19926,,,An investigator from the War Crimes Commission travels to Connecticut to find an infamous Nazi.
39169,The Bachelor and the Bobby-Soxer,95,1947,7.3,,7304,,,"A high school girl falls for a playboy artist, with screwball results."
39190,The Bishop's Wife,109,1947,7.6,,12686,,,An angel in human form enters the life of a bishop in order to help him build a new cathedral and repair his fractured marriage.
39192,Black Narcissus,101,1947,7.9,,19517,,,"After opening a convent in the Himalayas, five nuns encounter conflict and tension - both with the natives and also within their own group - as they attempt to adapt to their remote, exotic surroundings."
39224,Brute Force,98,1947,7.6,,7989,,,"At a tough penitentiary, prisoner Joe Collins plans to rebel against Captain Munsey, the power-mad chief guard."
39286,Crossfire,86,1947,7.3,,6732,1300000,,"A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?"
39302,Temni prehod,106,1947,7.6,,16244,,,A man convicted of murdering his wife escapes from prison and works with a woman to try and prove his innocence.
39416,Gentleman's Agreement,118,1947,7.2,,13613,,,"A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred."
39417,Germania anno zero,78,1948,7.9,,9035,,,A young German boy faces the problems of the tough life in the immediate post WWII Berlin.
39420,The Ghost and Mrs. Muir,104,1947,7.9,,14413,,,"In 1900, a young widow finds her seaside cottage is haunted and forms a unique relationship with the ghost."
39628,Miracle on 34th Street,96,1947,7.9,,37151,2650000,,"When a nice old man who claims to be Santa Claus is institutionalized as insane, a young lawyer decides to defend him by arguing in court that he is the real thing."
39631,Monsieur Verdoux,124,1947,7.9,,14379,325000,,"A suave but cynical man supports his family by marrying and murdering rich women for their money, but the job has some occupational hazards."
39677,Odd Man Out,116,1947,7.7,,8116,,,A wounded Irish nationalist leader attempts to evade police following a failed robbery in Belfast.
39689,Out of the Past,97,1947,8.0,,29574,,,"A private eye escapes his past to run a gas station in a small town, but his past catches up with him. Now he must return to the big city world of danger, corruption, double crosses and duplicitous dames."
