id,naslov,dolzina,leto,ocena,opis
0073195,Žrelo,124,1975,8.0,"A local sheriff, a marine biologist and an old seafarer team up to hunt down a great white shark wreaking havoc in a beach resort."
1276104,Casovna zanka,113,2012,7.4,"In 2074, when the mob wants to get rid of someone, the target is sent into the past, where a hired gun awaits - someone like Joe - who one day learns the mob wants to 'close the loop' by sending back Joe's future self for assassination."
1250777,Kick-Ass,117,2010,7.6,"Dave Lizewski is an unnoticed high school student and comic book fan who one day decides to become a superhero, even though he has no powers, training or meaningful reason to do so."
0116629,Dan neodvisnosti,145,1996,7.0,"The aliens are coming and their goal is to invade and destroy Earth. Fighting superior technology, mankind's best weapon is the will to survive."
0316654,Spider-Man 2,127,2004,7.3,Peter Parker is beset with troubles in his failing personal life as he battles a brilliant scientist named Doctor Otto Octavius.
0120735,"Morilci, tatovi in dve nabiti šibrovki",107,1998,8.2,"A botched card game in London triggers four friends, thugs, weed-growers, hard gangsters, loan sharks and debt collectors to collide with each other in a series of unexpected events, all for the sake of weed, cash and two antique shotguns."
0119488,L. A. zaupno,138,1997,8.3,"As corruption grows in 1950s LA, three policemen - one strait-laced, one brutal, and one sleazy - investigate a series of murders with their own brand of justice."
1219289,Odklenjen,105,2011,7.4,"With the help of a mysterious pill that enables the user to access one hundred percent of his brain abilities, a struggling writer becomes a financial wizard, but it also puts him in a new world with lots of dangers."
2543164,Prihod,116,2016,7.9,A linguist is recruited by the military to communicate with alien lifeforms after twelve mysterious spacecrafts land around the world.
0829482,Superzur,113,2007,7.6,Two co-dependent high school seniors are forced to deal with separation anxiety after their plan to stage a booze-soaked party goes awry.
0295297,Harry Potter in dvorana skrivnosti,161,2002,7.4,An ancient prophecy seems to be coming true when a mysterious presence begins stalking the corridors of a school of magic and leaving its victims paralyzed.
0234215,The Matrix Reloaded,138,2003,7.2,Following the events of
0290334,Mozje X 2,134,2003,7.5,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces."
1232829,21 Jump Street: Mladenic v modrem,109,2012,7.2,A pair of underachieving cops are sent back to a local high school to blend in and bring down a synthetic drug ring.
0258463,Kdo je Bourne?,119,2002,7.9,"A man is picked up by a fishing boat, bullet-riddled and suffering from amnesia, before racing to elude assassins and attempting to regain his memory."
0330373,Harry Potter in ognjeni kelih,157,2005,7.7,"A young wizard finds himself competing in a hazardous tournament between rival schools of magic, but he is distracted by recurring nightmares."
0304141,Harry Potter in jetnik iz Azkabana,142,2004,7.9,"It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry."
1318514,Vzpon Planeta opic,105,2011,7.6,A substance designed to help the brain repair itself gives advanced intelligence to a chimpanzee who leads an ape uprising.
0240772,Igraj svojo igro,116,2001,7.8,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.
0119654,Mozje v crnem,98,1997,7.3,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
0034583,Casablanca,102,1942,8.5,A cynical nightclub owner protects an old flame and her husband from Nazis in Morocco.
0467406,Juno,96,2007,7.5,"Faced with an unplanned pregnancy, an offbeat young woman makes an unusual decision regarding her unborn child."
0162222,Brodolom,143,2000,7.8,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.
0332280,Beleznica,123,2004,7.9,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
0181689,Posebno poročilo,145,2002,7.7,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
0365748,Noc neumnih mrtvecev,99,2004,7.9,"A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother and dealing with an entire community that has returned from the dead to eat the living."
0478970,Ant-Man,117,2015,7.3,"Armed with a super-suit with the astonishing ability to shrink in scale but increase in strength, cat burglar Scott Lang must embrace his inner hero and help his mentor, Dr. Hank Pym, plan and pull off a heist that will save the world."
1211837,Doktor Strange,115,2016,7.5,"While on a journey of physical and spiritual healing, a brilliant neurosurgeon is drawn into the world of the mystic arts."
0075148,Rocky,120,1976,8.1,A small-time boxer gets a supremely rare chance to fight a heavy-weight champion in a bout in which he strives to go the distance for his self-respect.
0450259,Krvavi diamant,143,2006,8.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
0343818,"Jaz, robot",115,2004,7.1,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."
0120363,Svet igrac 2,92,1999,7.9,"When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
1323594,"Jaz, baraba",95,2010,7.7,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
0469494,Tekla bo kri,158,2007,8.1,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
3748528,Rogue One: zgodba Vojne zvezd,133,2016,7.8,The daughter of an Imperial scientist joins the Rebel Alliance in a risky move to steal the Death Star plans.
0071853,Monty Python and the Holy Grail,91,1975,8.3,"King Arthur and his Knights of the Round Table embark on a surreal, low-budget search for the Holy Grail, encountering many, very silly obstacles."
0413300,Spider-Man 3,139,2007,6.2,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
1798709,Ona,126,2013,8.0,"In a near future, a lonely writer develops an unlikely relationship with an operating system designed to meet his every need."
1156398,Dobrodošli v deželi zombijev,88,2009,7.7,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America."
0451279,Čudežna ženska,141,2017,7.5,"When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny."
1483013,Pozaba,124,2013,7.0,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
0409459,Varuhi,162,2009,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
0945513,Izvorna koda,93,2011,7.5,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.
1408101,Zvezdne steze: V temo,132,2013,7.7,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
0364569,Oldeuboi,120,2003,8.4,"After being kidnapped and imprisoned for fifteen years, Oh Dae-Su is released, only to find that he must find his captor in five days."
0376994,Mozje X: Zadnji spopad,104,2006,6.7,An all-out war looms when the discovery of a cure for mutations draws a line between the followers of Charles Xavier and those of Magneto.
0332452,Troja,163,2004,7.2,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved."
1663662,Ognjeni obroc,131,2013,6.9,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
1298650,Pirati s Karibov: Z neznanimi tokovi,136,2011,6.6,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
0095953,Dezevni clovek,133,1988,8.0,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
