id,naslov,leto,dolzina,ocena,opis
290334,X-Men 2,2003,134,7.5,"The X-Men band together to find a mutant assassin who has made an attempt on the President's life, while the Mutant Academy is attacked by military forces."
119654,Men in Black,1997,98,7.3,A police officer joins a secret organization that polices and monitors extraterrestrial interactions on Earth.
1318514,Rise of the Planet of the Apes,2011,105,7.6,"A substance, designed to help the brain repair itself, gives rise to a super-intelligent chimp who leads an ape uprising."
240772,Ocean's Eleven,2001,116,7.8,Danny Ocean and his eleven accomplices plan to rob three Las Vegas casinos simultaneously.
2802144,Kingsman: The Secret Service,2014,129,7.8,"A spy organization recruits an unrefined, but promising street kid into the agency's ultra-competitive training program, just as a global threat emerges from a twisted tech genius."
2975590,Batman v Superman: Dawn of Justice,2016,151,6.8,"Fearing that the actions of Superman are left unchecked, Batman takes on the Man of Steel, while the world wrestles with what kind of a hero it really needs."
450259,Krvavi diamant,2006,143,8.0,"A fisherman, a smuggler, and a syndicate of businessmen match wits over the possession of a priceless diamond."
181689,Minority Report,2002,145,7.7,"In a future where a special police unit is able to arrest murderers before they commit their crimes, an officer from that unit is himself accused of a future murder."
2562232,Birdman or (The Unexpected Virtue of Ignorance),2014,119,7.8,"Illustrated upon the progress of his latest Broadway play, a former popular actor's struggle to cope with his current life as a wasted actor is shown."
332280,The Notebook,2004,123,7.9,"A poor yet passionate young man falls in love with a rich young woman, giving her a sense of freedom, but they are soon separated because of their social differences."
1408101,Star Trek Into Darkness,2013,132,7.8,"After the crew of the Enterprise find an unstoppable force of terror from within their own organization, Captain Kirk leads a manhunt to a war-zone world to capture a one-man weapon of mass destruction."
365748,Shaun of the Dead,2004,99,8.0,"A man decides to turn his moribund life around by winning back his ex-girlfriend, reconciling his relationship with his mother, and dealing with an entire community that has returned from the dead to eat the living."
162222,Cast Away,2000,143,7.7,A FedEx executive must transform himself physically and emotionally to survive a crash landing on a deserted island.
409459,Watchmen,2009,162,7.6,"In 1985 where former superheroes exist, the murder of a colleague sends active vigilante Rorschach into his own sprawling investigation, uncovering something that could completely change the course of history as we know it."
295297,Harry Potter and the Chamber of Secrets,2002,161,7.4,"Harry ignores warnings not to return to Hogwarts, only to find the school plagued by a series of mysterious attacks and a strange voice haunting him."
343818,"I, Robot",2004,115,7.1,"In 2035, a technophobic cop investigates a crime that may have been perpetrated by a robot, which leads to a larger threat to humanity."
1392214,Prisoners,2013,153,8.1,"When Keller Dover's daughter and her friend go missing, he takes matters into his own hands as the police pursue multiple leads and the pressure mounts. But just how far will this desperate father go to protect his family?"
34583,Casablanca,1942,102,8.6,"In Casablanca, Morocco in December 1941, a cynical American expatriate meets a former lover, with unforeseen complications."
1483013,Oblivion,2013,124,7.0,A veteran assigned to extract Earth's remaining resources begins to question what he knows about his mission and himself.
1156398,Zombieland,2009,88,7.7,"A shy student trying to reach his family in Ohio, a gun-toting tough guy trying to find the last Twinkie, and a pair of sisters trying to get to an amusement park join forces to travel across a zombie-filled America."
1323594,Despicable Me,2010,95,7.7,"When a criminal mastermind uses a trio of orphan girls as pawns for a grand scheme, he finds their love is profoundly changing him for the better."
330373,Harry Potter and the Goblet of Fire,2005,157,7.7,Harry finds himself mysteriously selected as an under-aged competitor in a dangerous tournament between three schools of magic.
120363,Toy Story 2,1999,92,7.9,"When Woody is stolen by a toy collector, Buzz and his friends vow to rescue him, but Woody finds the idea of immortality in a museum tempting."
304141,Harry Potter and the Prisoner of Azkaban,2004,142,7.8,"It's Harry's third year at Hogwarts; not only does he have a new ""Defense Against the Dark Arts"" teacher, but there is also trouble brewing. Convicted murderer Sirius Black has escaped the Wizards' Prison and is coming after Harry."
413300,Spider-Man 3,2007,139,6.2,"A strange black entity from another world bonds with Peter Parker and causes inner turmoil as he contends with new villains, temptations, and revenge."
376994,Mozje X: Zadnji spopad,2006,104,6.8,"When a cure is found to treat mutations, lines are drawn amongst the X-Men, led by Professor Charles Xavier, and the Brotherhood, a band of powerful mutants organized under Xavier's former ally, Magneto."
95953,Rain Man,1988,133,8.0,Selfish yuppie Charlie Babbitt's father left a fortune to his savant brother Raymond and a pittance to Charlie; they travel cross-country.
71853,Monty Python and the Holy Grail,1975,91,8.3,"King Arthur and his knights embark on a low-budget search for the Grail, encountering many, very silly obstacles."
332452,Troy,2004,163,7.2,"An adaptation of Homer's great epic, the film follows the assault on Troy by the united Greek forces and chronicles the fates of the men involved."
1663662,Pacific Rim,2013,131,7.0,"As a war between humankind and monstrous sea creatures wages on, a former pilot and a trainee are paired up to drive a seemingly obsolete special weapon in a desperate effort to save the world from the apocalypse."
945513,Source Code,2011,93,7.5,A soldier wakes up in someone else's body and discovers he's part of an experimental government program to find the bomber of a commuter train. A mission he has only 8 minutes to complete.
1022603,500 Days of Summer,2009,95,7.7,"An offbeat romantic comedy about a woman who doesn't believe true love exists, and the young man who falls for her."
75148,Rocky,1976,120,8.1,"Rocky Balboa, a small-time boxer, gets a supremely rare chance to fight the heavy-weight champion, Apollo Creed, in a bout in which he strives to go the distance for his self-respect."
1411697,The Hangover Part II,2011,102,6.5,"Two years after the bachelor party in Las Vegas, Phil, Stu, Alan, and Doug jet to Thailand for Stu's wedding. Stu's plan for a subdued pre-wedding brunch, however, goes seriously awry."
469494,There Will Be Blood,2007,158,8.1,"A story of family, religion, hatred, oil and madness, focusing on a turn-of-the-century prospector in the early days of the business."
1570728,"Crazy, Stupid, Love.",2011,118,7.4,"A middle-aged husband's life changes dramatically when his wife asks him for a divorce. He seeks to rediscover his manhood with the help of a newfound friend, Jacob, learning to pick up girls at bars."
1298650,Pirates of the Caribbean: On Stranger Tides,2011,136,6.7,"Jack Sparrow and Barbossa embark on a quest to find the elusive fountain of youth, only to discover that Blackbeard and his daughter are after it too."
1229238,Mission: Impossible - Ghost Protocol,2011,133,7.4,"The IMF is shut down when it's implicated in the bombing of the Kremlin, causing Ethan Hunt and his new team to go rogue to clear their organization's name."
242653,Matrica revolucija,2003,129,6.7,The human city of Zion defends itself against the massive invasion of the machines as Neo fights to end the war at another front while also opposing the rogue Agent Smith.
1343092,Veliki Gatsby,2013,143,7.3,"A writer and wall street trader, Nick, finds himself drawn to the past and lifestyle of his millionaire neighbor, Jay Gatsby."
458525,X-Men Origins: Wolverine,2009,107,6.7,"A look at Wolverine's early life, in particular his time with the government squad Team X and the impact it will have on his later years."
206634,Children of Men,2006,109,7.9,"In 2027, in a chaotic world in which women have become somehow infertile, a former activist agrees to help transport a miraculously pregnant woman to a sanctuary at sea."
375679,Usodna nesreca,2004,112,7.9,"Los Angeles citizens with vastly separate lives collide in interweaving stories of race, loss and redemption."
144084,American Psycho,2000,102,7.6,"A wealthy New York investment banking executive hides his alternate psychopathic ego from his co-workers and friends as he delves deeper into his violent, hedonistic fantasies."
