id,naslov,dolzina,leto,ocena,metascore,glasovi,zasluzek,opis
80684,Vojna zvezd: epizoda V - Imperij vrača udarec,124,1980,8.8,82,1006538,290475067,"After the rebels are brutally overpowered by the Empire on the ice planet Hoth, Luke Skywalker begins Jedi training with Yoda, while his friends are pursued by Darth Vader."
80761,Petek trinajsti,95,1980,6.5,22,99943,39754601,"A group of camp counselors are stalked and murdered by an unknown assailant while trying to reopen a summer camp which, years before, was the site of a child's drowning."
81398,Pobesneli bik,129,1980,8.2,89,276766,23383987,"The life of boxer Jake LaMotta, as the violence and temper that leads him to the top in the ring destroys his life outside of it."
81505,Izžarevanje,146,1980,8.4,63,740801,44017374,"A family heads to an isolated hotel for the winter where an evil spiritual presence influences the father into violence, while his psychic son sees horrific forebodings from the past and of the future."
81573,Superman II,127,1980,6.8,87,87619,108185706,"Superman agrees to sacrifice his powers to start a relationship with Lois Lane, unaware that three Kryptonian criminals he inadvertently released are conquering Earth."
82010,An American Werewolf in London,97,1981,7.6,60,78351,30565292,Two American college students on a walking tour of Britain are attacked by a werewolf that none of the locals will admit exists.
82096,Podmornica,149,1981,8.4,86,200056,11487676,"The claustrophobic world of a WWII German U-boat; boredom, filth and sheer terror."
82198,Conan the Barbarian,129,1982,6.9,43,124837,39565475,A barbarian warrior sets off to avenge his parents and his tribe whom were slain by an evil sorcerer and his henchmen when he was a boy.
82340,New York 1997,99,1981,7.2,76,107306,25244700,"In 1997, when the U.S. president crashes into Manhattan, now a giant maximum security prison, a convicted bank robber is sent in to rescue him."
82398,For Your Eyes Only,127,1981,6.8,54,81130,62300000,Agent 007 is assigned to hunt for a lost British encryption device and prevent it from falling into enemy hands.
82406,The Fox and the Hound,83,1981,7.3,,73504,63456988,Two childhood friends find themselves forced to become enemies.
82694,Pobesneli Max 2 - Cestni bojevnik,95,1981,7.6,77,150664,12465371,"In the post-apocalyptic Australian wasteland, a cynical drifter agrees to help a small, gasoline rich, community escape a band of bandits."
82971,Lov za izgubljenim zakladom,115,1981,8.5,85,775885,248159971,"In 1936, archaeologist and adventurer Indiana Jones is hired by the U.S. government to find the Ark of the Covenant before Adolf Hitler's Nazis can obtain its awesome powers."
83658,Iztrebljevalec,117,1982,8.2,89,601364,27000000,"A blade runner must pursue and terminate four replicants who stole a ship in space, and have returned to Earth to find their creator."
83866,E. T. - Vesoljček,115,1982,7.9,91,324159,435110554,A troubled child summons the courage to help a friendly alien escape Earth and return to his home world.
83907,Zlobni mrtveci,85,1981,7.5,70,163462,2400000,"Five friends travel to a cabin in the woods, where they unknowingly release flesh-possessing demons."
83929,Ameriska gimnazija,90,1982,7.2,67,82220,27092880,"A group of Southern California high school students are enjoying their most important subjects: sex, drugs, and rock n' roll."
83944,First Blood,93,1982,7.7,61,195023,47212904,"Former Green Beret John Rambo is pursued into the mountains surrounding a small town by a tyrannical sheriff and his deputies, forcing him to survive using his combat skills."
83987,Gandhi,191,1982,8.1,79,201283,52767889,"Gandhi's character is fully explained as a man of nonviolence. Through his patience, he is able to drive the British out of the subcontinent. And the stubborn nature of Jinnah and his commitment towards Pakistan is portrayed."
84503,Pink Floyd: The Wall,95,1982,8.0,,67901,22244207,A confined but troubled rock star descends into madness in the midst of his physical and social isolation from everyone.
84516,Poltergeist,114,1982,7.4,79,123580,76606280,A family's home is haunted by a host of ghosts.
84602,Rocky III,99,1982,6.8,57,147082,125049125,"After winning the ultimate title and being the world champion, Rocky falls into a hole and finds himself picked up by a former enemy."
84726,Star Trek II: The Wrath of Khan,113,1982,7.7,67,102217,78912963,"With the assistance of the Enterprise crew, Admiral Kirk must stop an old nemesis, Khan Noonien Singh, from using the life-generating Genesis Device as the ultimate weapon."
84787,Stvor,109,1982,8.1,57,315774,13782838,A research team in Antarctica is hunted by a shape-shifting alien that assumes the appearance of its victims.
84805,Tootsie,116,1982,7.4,87,86696,177200000,"Michael Dorsey, an unsuccessful actor, disguises himself as a woman in order to get a role on a trashy hospital soap."
84827,TRON,96,1982,6.8,58,103540,33000000,A computer hacker is abducted into the digital world and forced to participate in gladiatorial games where his only chance of escape is with the help of a heroic security program.
85334,Bozicna zgodba,94,1983,8.0,77,116918,19294144,"In the 1940s, a young boy named Ralphie attempts to convince his parents, his teacher and Santa that a Red Ryder BB gun really is the perfect Christmas gift."
85794,The King of Comedy,109,1982,7.8,73,64374,2500000,"Aspiring comic Rupert Pupkin attempts to achieve success in show business by stalking his idol, a late night talk-show host who just craves his privacy."
85959,Smisel zivljenja,107,1983,7.6,,100102,14929552,The comedy team takes a look at life in all its stages in their own uniquely silly way.
85995,National Lampoon's Vacation,98,1983,7.4,55,83028,61400000,The Griswold family's cross-country drive to the Walley World theme park proves to be much more arduous than they ever anticipated.
86034,Octopussy,131,1983,6.6,63,83861,67900000,"A fake Fabergé egg, and a fellow Agent's death, lead James Bond to uncover an international jewel-smuggling operation, headed by the mysterious Octopussy, being used to disguise a nuclear attack on N.A.T.O. forces."
86066,The Outsiders,91,1983,7.2,41,65647,25600000,"The rivalry between two gangs, the poor Greasers and the rich Socs, only heats up when one gang member kills a member of the other."
86190,Vojna zvezd: Epizoda VI - Vrnitev jedija,131,1983,8.3,58,826457,309125409,"After a daring mission to rescue Han Solo from Jabba the Hutt, the rebels dispatch to Endor to destroy a more powerful Death Star. Meanwhile, Luke struggles to help Vader back from the dark side without falling into the Emperor's trap."
86200,Tvegan posel,99,1983,6.8,75,71141,63500000,"A Chicago teenager is looking for fun at home while his parents are away, but the situation quickly gets out of hand."
86250,Brazgotinec,170,1983,8.3,65,636305,45598982,"In Miami in 1980, a determined Cuban immigrant takes over a drug cartel and succumbs to greed."
86465,Kolo srece,116,1983,7.5,69,118584,90404800,A snobbish investor and a wily street con artist find their positions reversed as part of a bet by two callous millionaires.
86541,Videodrome,87,1983,7.3,60,71652,2120439,"When he acquires a different kind of show for his station, a sleazy cable-TV programmer begins to see his life and the future of media spin out of control in a terrifying new reality."
86567,WarGames,114,1983,7.1,77,80873,79568000,"A young man finds a back door into a military central computer in which reality is confused with game-playing, possibly starting World War III."
86879,Amadeus,160,1984,8.3,93,323046,51973029,"The life, success and troubles of Wolfgang Amadeus Mozart, as told by Antonio Salieri, the contemporary composer who was insanely jealous of Mozart's talent and claimed to have murdered him."
86960,Policaj z Beverly Hillsa,105,1984,7.3,64,144005,234760478,A freewheeling Detroit cop pursuing a murder investigation finds himself dealing with the very different culture of Beverly Hills.
86979,Krvavo preprosto,99,1984,7.7,81,76880,2150000,"A rich but jealous man hires a private investigator to kill his cheating wife and her new man. But, when blood is involved, nothing is simple."
87078,Conan the Destroyer,103,1984,5.9,53,69223,31042035,Conan leads a ragtag group of adventurers on a quest for a princess.
87182,Dune,137,1984,6.6,40,107952,30925690,A Duke's son leads desert warriors against the galactic emperor and his father's evil nemesis when they assassinate his father and free their desert world from the emperor's rule.
87332,Izganjalci duhov,105,1984,7.8,71,312053,238632124,Three former parapsychology professors set up shop as a unique ghost removal service.
87363,Gremlins,106,1984,7.2,70,168727,148170000,A boy inadvertently breaks three important rules concerning his new pet and unleashes a horde of malevolently mischievous monsters on a small town.
87469,Indiana Jones in tempelj smrti,118,1984,7.6,57,386589,179870271,"In 1935, Indiana Jones arrives in India, still part of the British Empire, and is asked to find a mystical stone. He then stumbles upon a secret cult committing enslavement and human sacrifices in the catacombs of an ancient palace."
87538,The Karate Kid,126,1984,7.2,60,152787,90815558,A martial arts master agrees to teach karate to a bullied teenager.
87544,Kaze no tani no Naushika,117,1984,8.1,86,122231,,Warrior/pacifist Princess Nausicaä desperately struggles to prevent two warring nations from destroying themselves and their dying planet.
87800,Mora v ulici brestov,91,1984,7.5,76,176481,25504513,The monstrous spirit of a slain janitor seeks revenge by invading the dreams of teenagers whose parents were responsible for his untimely death.
87843,Bilo je nekoč v Ameriki,229,1984,8.4,,264440,5321508,"A former Prohibition-era Jewish gangster returns to the Lower East Side of Manhattan over thirty years later, where he once again must confront the ghosts and regrets of his old life."
